national_park,pos,review_year,tokens,counts
Acadia National Park,ADJ,2018,interested,3
Acadia National Park,ADJ,2018,interesting,15
Acadia National Park,ADJ,2018,interior,2
Acadia National Park,ADJ,2018,intermediate,1
Acadia National Park,ADJ,2018,intermittent,1
Acadia National Park,ADJ,2018,internal,1
Acadia National Park,ADJ,2018,invaluable,1
Acadia National Park,ADJ,2018,inviting,2
Acadia National Park,ADJ,2018,irish,1
Acadia National Park,ADJ,2018,isolated,1
Acadia National Park,ADJ,2018,junior,2
Acadia National Park,ADJ,2018,kept,1
Acadia National Park,ADJ,2018,knowledgeable,7
Acadia National Park,ADJ,2018,l.l.bean,1
Acadia National Park,ADJ,2018,large,18
Acadia National Park,ADJ,2018,larger,1
Acadia National Park,ADJ,2018,largest,1
Acadia National Park,ADJ,2018,last,29
Acadia National Park,ADJ,2018,late,14
Acadia National Park,ADJ,2018,lazy,1
Acadia National Park,ADJ,2018,least,12
Acadia National Park,ADJ,2018,leasurely,1
Acadia National Park,ADJ,2018,left,2
Acadia National Park,ADJ,2018,legendary,1
Acadia National Park,ADJ,2018,less,16
Acadia National Park,ADJ,2018,level,2
Acadia National Park,ADJ,2018,lichen,1
Acadia National Park,ADJ,2018,light,1
Acadia National Park,ADJ,2018,limited,4
Acadia National Park,ADJ,2018,little,55
Acadia National Park,ADJ,2018,lively,1
Acadia National Park,ADJ,2018,llbean,3
Acadia National Park,ADJ,2018,lobster,2
Acadia National Park,ADJ,2018,local,8
Acadia National Park,ADJ,2018,long,21
Acadia National Park,ADJ,2018,longer,6
Acadia National Park,ADJ,2018,lookout,1
Acadia National Park,ADJ,2018,loop,2
Acadia National Park,ADJ,2018,loose,1
Acadia National Park,ADJ,2018,lovely,31
Acadia National Park,ADJ,2018,lucky,8
Acadia National Park,ADJ,2018,lush,1
Acadia National Park,ADJ,2018,magic,1
Acadia National Park,ADJ,2018,magical,2
Acadia National Park,ADJ,2018,magnificent,15
Acadia National Park,ADJ,2018,main,36
Acadia National Park,ADJ,2018,maintained,7
Acadia National Park,ADJ,2018,majestic,3
Acadia National Park,ADJ,2018,major,11
Acadia National Park,ADJ,2018,manageable,1
Acadia National Park,ADJ,2018,manic,1
Acadia National Park,ADJ,2018,many,192
Acadia National Park,ADJ,2018,marked,7
Acadia National Park,ADJ,2018,massive,2
Acadia National Park,ADJ,2018,meaningful,1
Acadia National Park,ADJ,2018,memorable,2
Acadia National Park,ADJ,2018,mesmerized,1
Acadia National Park,ADJ,2018,meta,1
Acadia National Park,ADJ,2018,micro,1
Acadia National Park,ADJ,2018,mild,2
Acadia National Park,ADJ,2018,minimal,1
Acadia National Park,ADJ,2018,minimal-,1
Acadia National Park,ADJ,2018,minimum,1
Acadia National Park,ADJ,2018,misty,4
Acadia National Park,ADJ,2018,mixed,1
Acadia National Park,ADJ,2018,moderate,15
Acadia National Park,ADJ,2018,more,86
Acadia National Park,ADJ,2018,most,62
Acadia National Park,ADJ,2018,motorized,1
Acadia National Park,ADJ,2018,mountain-,1
Acadia National Park,ADJ,2018,mountainous,3
Acadia National Park,ADJ,2018,much,70
Acadia National Park,ADJ,2018,multiple,10
Acadia National Park,ADJ,2018,myriad,1
Acadia National Park,ADJ,2018,mystical,1
Acadia National Park,ADJ,2018,narrated,1
Acadia National Park,ADJ,2018,narrow,2
Acadia National Park,ADJ,2018,nasty,1
Acadia National Park,ADJ,2018,national,102
Acadia National Park,ADJ,2018,native,2
Acadia National Park,ADJ,2018,natural,13
Acadia National Park,ADJ,2018,navigable,1
Acadia National Park,ADJ,2018,nearby,3
Acadia National Park,ADJ,2018,neat,5
Acadia National Park,ADJ,2018,necessary,1
Acadia National Park,ADJ,2018,negative,3
Acadia National Park,ADJ,2018,newest,1
Acadia National Park,ADJ,2018,next,39
Acadia National Park,ADJ,2018,nice,74
Acadia National Park,ADJ,2018,nicest,2
Acadia National Park,ADJ,2018,nimble,1
Acadia National Park,ADJ,2018,nirvana,1
Acadia National Park,ADJ,2018,nonstop,1
Acadia National Park,ADJ,2018,normal,1
Acadia National Park,ADJ,2018,northeast,1
Acadia National Park,ADJ,2018,northern,1
Acadia National Park,ADJ,2018,northwest,1
Acadia National Park,ADJ,2018,norwegian,1
Acadia National Park,ADJ,2018,numerous,10
Acadia National Park,ADJ,2018,obvious,1
Acadia National Park,ADJ,2018,occasional,1
Acadia National Park,ADJ,2018,oceanside,1
Acadia National Park,ADJ,2018,official,2
Acadia National Park,ADJ,2018,offpeak,1
Acadia National Park,ADJ,2018,older,4
Acadia National Park,ADJ,2018,oldest,1
Acadia National Park,ADJ,2018,oneway,2
Acadia National Park,ADJ,2018,only,23
Acadia National Park,ADJ,2018,open,8
Acadia National Park,ADJ,2018,optimum,1
Acadia National Park,ADJ,2018,orchestrated,1
Acadia National Park,ADJ,2018,osprey,1
Acadia National Park,ADJ,2018,other,72
Acadia National Park,ADJ,2018,outdoor,9
Acadia National Park,ADJ,2018,outdoors,1
Acadia National Park,ADJ,2018,outlying,2
Acadia National Park,ADJ,2018,outstanding,10
Acadia National Park,ADJ,2018,overall,1
Acadia National Park,ADJ,2018,overcast,2
Acadia National Park,ADJ,2018,overcrowded,3
Acadia National Park,ADJ,2018,overflow,1
Acadia National Park,ADJ,2018,overpriced,3
Acadia National Park,ADJ,2018,overrated,1
Acadia National Park,ADJ,2018,overwhelming,1
Acadia National Park,ADJ,2018,panoramic,5
Acadia National Park,ADJ,2018,partial,3
Acadia National Park,ADJ,2018,particular,1
Acadia National Park,ADJ,2018,past,4
Acadia National Park,ADJ,2018,patient,2
Acadia National Park,ADJ,2018,paved,3
Acadia National Park,ADJ,2018,peaceful,11
Acadia National Park,ADJ,2018,peak,1
Acadia National Park,ADJ,2018,pebbly,1
Acadia National Park,ADJ,2018,peckish,1
Acadia National Park,ADJ,2018,perfect,23
Acadia National Park,ADJ,2018,persistent,1
Acadia National Park,ADJ,2018,phenomenal,3
Acadia National Park,ADJ,2018,photogenic,1
Acadia National Park,ADJ,2018,physical,3
Acadia National Park,ADJ,2018,pickup,1
Acadia National Park,ADJ,2018,picturesque,4
Acadia National Park,ADJ,2018,pleasant,4
Acadia National Park,ADJ,2018,pleased,1
Acadia National Park,ADJ,2018,plenty,3
Acadia National Park,ADJ,2018,polite,1
Acadia National Park,ADJ,2018,poor,3
Acadia National Park,ADJ,2018,popular,21
Acadia National Park,ADJ,2018,positive,1
Acadia National Park,ADJ,2018,possible,6
Acadia National Park,ADJ,2018,potential,1
Acadia National Park,ADJ,2018,pregnant,1
Acadia National Park,ADJ,2018,prepared,5
Acadia National Park,ADJ,2018,present,1
Acadia National Park,ADJ,2018,prettiest,2
Acadia National Park,ADJ,2018,pretty,9
Acadia National Park,ADJ,2018,previous,2
Acadia National Park,ADJ,2018,priceless,2
Acadia National Park,ADJ,2018,prior,1
Acadia National Park,ADJ,2018,pristine,8
Acadia National Park,ADJ,2018,private,3
Acadia National Park,ADJ,2018,proactive,1
Acadia National Park,ADJ,2018,proper,1
Acadia National Park,ADJ,2018,proud,1
Acadia National Park,ADJ,2018,pure,1
Acadia National Park,ADJ,2018,pushy,1
Acadia National Park,ADJ,2018,quaint,2
Acadia National Park,ADJ,2018,quick,9
Acadia National Park,ADJ,2018,quiet,21
Acadia National Park,ADJ,2018,quite,1
Acadia National Park,ADJ,2018,rainy,7
Acadia National Park,ADJ,2018,rare,1
Acadia National Park,ADJ,2018,reachable,1
Acadia National Park,ADJ,2018,ready,1
Acadia National Park,ADJ,2018,real,4
Acadia National Park,ADJ,2018,reasonable,3
Acadia National Park,ADJ,2018,recent,1
Acadia National Park,ADJ,2018,recommended-,1
Acadia National Park,ADJ,2018,recreational,2
Acadia National Park,ADJ,2018,refreshing,4
Acadia National Park,ADJ,2018,regular,3
Acadia National Park,ADJ,2018,relative,1
Acadia National Park,ADJ,2018,relaxed,2
Acadia National Park,ADJ,2018,relaxing,7
Acadia National Park,ADJ,2018,rent,1
Acadia National Park,ADJ,2018,rental,1
Acadia National Park,ADJ,2018,respectful,3
Acadia National Park,ADJ,2018,rewarding,3
Acadia National Park,ADJ,2018,rich,2
Acadia National Park,ADJ,2018,ridden,1
Acadia National Park,ADJ,2018,right,11
Acadia National Park,ADJ,2018,rigorous,1
Acadia National Park,ADJ,2018,robust,1
Acadia National Park,ADJ,2018,rocky,31
Acadia National Park,ADJ,2018,rough,2
Acadia National Park,ADJ,2018,round,1
Acadia National Park,ADJ,2018,rudimentary,1
Acadia National Park,ADJ,2018,rugged,4
Acadia National Park,ADJ,2018,rural,1
Acadia National Park,ADJ,2018,rushed,1
Acadia National Park,ADJ,2018,safe,7
Acadia National Park,ADJ,2018,salty,1
Acadia National Park,ADJ,2018,same,13
Acadia National Park,ADJ,2018,sandy,9
Acadia National Park,ADJ,2018,scared,1
Acadia National Park,ADJ,2018,scary,4
Acadia National Park,ADJ,2018,scenary,1
Acadia National Park,ADJ,2018,scenic,42
Acadia National Park,ADJ,2018,schoodic,4
Acadia National Park,ADJ,2018,scrumptious,1
Acadia National Park,ADJ,2018,seasonal,1
Acadia National Park,ADJ,2018,seasoned,1
Acadia National Park,ADJ,2018,secluded,2
Acadia National Park,ADJ,2018,second,27
Acadia National Park,ADJ,2018,sell,1
Acadia National Park,ADJ,2018,senior,4
Acadia National Park,ADJ,2018,sensible,1
Acadia National Park,ADJ,2018,sensitive,1
Acadia National Park,ADJ,2018,separate,4
Acadia National Park,ADJ,2018,serene,5
Acadia National Park,ADJ,2018,several,72
Acadia National Park,ADJ,2018,shady,1
Acadia National Park,ADJ,2018,sheer,5
Acadia National Park,ADJ,2018,shoreline,1
Acadia National Park,ADJ,2018,short,36
Acadia National Park,ADJ,2018,shorter,2
Acadia National Park,ADJ,2018,sick,1
Acadia National Park,ADJ,2018,significant,1
Acadia National Park,ADJ,2018,silly,1
Acadia National Park,ADJ,2018,similar,1
Acadia National Park,ADJ,2018,single,7
Acadia National Park,ADJ,2018,slippery,3
Acadia National Park,ADJ,2018,slow,2
Acadia National Park,ADJ,2018,small,41
Acadia National Park,ADJ,2018,smaller,7
Acadia National Park,ADJ,2018,smallest,3
Acadia National Park,ADJ,2018,smart,1
Acadia National Park,ADJ,2018,smiley,1
Acadia National Park,ADJ,2018,smooth,3
Acadia National Park,ADJ,2018,soft,1
Acadia National Park,ADJ,2018,solo,1
Acadia National Park,ADJ,2018,soporific,1
Acadia National Park,ADJ,2018,sore,1
Acadia National Park,ADJ,2018,sorry,1
Acadia National Park,ADJ,2018,south,3
Acadia National Park,ADJ,2018,southern,2
Acadia National Park,ADJ,2018,special,11
Acadia National Park,ADJ,2018,specific,1
Acadia National Park,ADJ,2018,spectacular,59
Acadia National Park,ADJ,2018,spectular,2
Acadia National Park,ADJ,2018,spent,1
Acadia National Park,ADJ,2018,splendid,2
Acadia National Park,ADJ,2018,splurge,1
Acadia National Park,ADJ,2018,stark,1
Acadia National Park,ADJ,2018,steep,10
Acadia National Park,ADJ,2018,steeper,2
Acadia National Park,ADJ,2018,stellar,1
Acadia National Park,ADJ,2018,stormy,1
Acadia National Park,ADJ,2018,strange,1
Acadia National Park,ADJ,2018,strenuous,13
Acadia National Park,ADJ,2018,stressful,1
Acadia National Park,ADJ,2018,strong,1
Acadia National Park,ADJ,2018,stunning,41
Acadia National Park,ADJ,2018,sturdy,1
Acadia National Park,ADJ,2018,such,7
Acadia National Park,ADJ,2018,sufficient,1
Acadia National Park,ADJ,2018,suitable,1
Acadia National Park,ADJ,2018,sunny,23
Acadia National Park,ADJ,2018,super,2
Acadia National Park,ADJ,2018,superb,2
Acadia National Park,ADJ,2018,sure,74
Acadia National Park,ADJ,2018,surefooted,1
Acadia National Park,ADJ,2018,surprised,4
Acadia National Park,ADJ,2018,surreal,1
Acadia National Park,ADJ,2018,sweeping,1
Acadia National Park,ADJ,2018,sweet,1
Acadia National Park,ADJ,2018,tall,1
Acadia National Park,ADJ,2018,tasty,1
Acadia National Park,ADJ,2018,technical,2
Acadia National Park,ADJ,2018,terrible,1
Acadia National Park,ADJ,2018,terrific,3
Acadia National Park,ADJ,2018,thick,2
Acadia National Park,ADJ,2018,third,3
Acadia National Park,ADJ,2018,thorough,1
Acadia National Park,ADJ,2018,tidal,2
Acadia National Park,ADJ,2018,tight,2
Acadia National Park,ADJ,2018,timely,1
Acadia National Park,ADJ,2018,timid,1
Acadia National Park,ADJ,2018,tiny,2
Acadia National Park,ADJ,2018,tired,2
Acadia National Park,ADJ,2018,topographical,1
Acadia National Park,ADJ,2018,total,1
Acadia National Park,ADJ,2018,tough,6
Acadia National Park,ADJ,2018,touristy,3
Acadia National Park,ADJ,2018,traditional,1
Acadia National Park,ADJ,2018,tremendous,1
Acadia National Park,ADJ,2018,tricky,2
Acadia National Park,ADJ,2018,true,6
Acadia National Park,ADJ,2018,turbulent,1
Acadia National Park,ADJ,2018,typical,2
Acadia National Park,ADJ,2018,unable,5
Acadia National Park,ADJ,2018,unbelievable,8
Acadia National Park,ADJ,2018,uncongested,1
Acadia National Park,ADJ,2018,underrated,1
Acadia National Park,ADJ,2018,understandable,1
Acadia National Park,ADJ,2018,underwhelming,3
Acadia National Park,ADJ,2018,unexpected,1
Acadia National Park,ADJ,2018,unforgettable,1
Acadia National Park,ADJ,2018,unhelpful,1
Acadia National Park,ADJ,2018,uninteresting,1
Acadia National Park,ADJ,2018,unique,17
Acadia National Park,ADJ,2018,unmarked,2
Acadia National Park,ADJ,2018,unmissable,1
Acadia National Park,ADJ,2018,unobstructed,1
Acadia National Park,ADJ,2018,unparalleled,1
Acadia National Park,ADJ,2018,unprepared,1
Acadia National Park,ADJ,2018,unselfish,1
Acadia National Park,ADJ,2018,unstable,1
Acadia National Park,ADJ,2018,untarnished,1
Acadia National Park,ADJ,2018,untouched,2
Acadia National Park,ADJ,2018,unwind,1
Acadia National Park,ADJ,2018,uphill,2
Acadia National Park,ADJ,2018,urbanized,1
Acadia National Park,ADJ,2018,useful,3
Acadia National Park,ADJ,2018,usual,2
Acadia National Park,ADJ,2018,valid,1
Acadia National Park,ADJ,2018,varied,3
Acadia National Park,ADJ,2018,various,16
Acadia National Park,ADJ,2018,vast,1
Acadia National Park,ADJ,2018,vertical,1
Acadia National Park,ADJ,2018,very,3
Acadia National Park,ADJ,2018,vibrant,1
Acadia National Park,ADJ,2018,visible,3
Acadia National Park,ADJ,2018,visual,1
Acadia National Park,ADJ,2018,volcanic,1
Acadia National Park,ADJ,2018,wannabe,1
Acadia National Park,ADJ,2018,warm,11
Acadia National Park,ADJ,2018,warmer,4
Acadia National Park,ADJ,2018,wary,1
Acadia National Park,ADJ,2018,waterfall,2
Acadia National Park,ADJ,2018,waterproof,2
Acadia National Park,ADJ,2018,wealthy,1
Acadia National Park,ADJ,2018,weekly,3
Acadia National Park,ADJ,2018,welcome,2
Acadia National Park,ADJ,2018,welcoming,1
Acadia National Park,ADJ,2018,well,1
Acadia National Park,ADJ,2018,west,3
Acadia National Park,ADJ,2018,western,3
Acadia National Park,ADJ,2018,whale,4
Acadia National Park,ADJ,2018,white,1
Acadia National Park,ADJ,2018,whole,17
Acadia National Park,ADJ,2018,wide,3
Acadia National Park,ADJ,2018,wild,9
Acadia National Park,ADJ,2018,willing,1
Acadia National Park,ADJ,2018,windier,1
Acadia National Park,ADJ,2018,windy,8
Acadia National Park,ADJ,2018,wipes-,1
Acadia National Park,ADJ,2018,wise,1
Acadia National Park,ADJ,2018,wonderful,81
Acadia National Park,ADJ,2018,wooden,2
Acadia National Park,ADJ,2018,worse,2
Acadia National Park,ADJ,2018,worst,3
Acadia National Park,ADJ,2018,worth,93
Acadia National Park,ADJ,2018,worthwhile,3
Acadia National Park,ADJ,2018,wrong,5
Acadia National Park,ADJ,2018,yellow,3
Acadia National Park,ADJ,2018,young,6
Acadia National Park,ADJ,2018,younger,2
Acadia National Park,ADJ,2018,yummy,3
Acadia National Park,ADJ,2019,10-mile,1
Acadia National Park,ADJ,2019,10-minute,1
Acadia National Park,ADJ,2019,10th,1
Acadia National Park,ADJ,2019,20-minute,1
Acadia National Park,ADJ,2019,27-mile,2
Acadia National Park,ADJ,2019,38th,1
Acadia National Park,ADJ,2019,40-minute,1
Acadia National Park,ADJ,2019,45-minute,1
Acadia National Park,ADJ,2019,45th,1
Acadia National Park,ADJ,2019,5han,1
Acadia National Park,ADJ,2019,able,25
Acadia National Park,ADJ,2019,abrupt,1
Acadia National Park,ADJ,2019,absolute,3
Acadia National Park,ADJ,2019,abundant,1
Acadia National Park,ADJ,2019,accessible,15
Acadia National Park,ADJ,2019,active,4
Acadia National Park,ADJ,2019,add'l,1
Acadia National Park,ADJ,2019,additional,4
Acadia National Park,ADJ,2019,adjacent,3
Acadia National Park,ADJ,2019,advanced,1
Acadia National Park,ADJ,2019,adventurous,3
Acadia National Park,ADJ,2019,aerial,1
Acadia National Park,ADJ,2019,affordable,2
Acadia National Park,ADJ,2019,afraid,1
Acadia National Park,ADJ,2019,alive,1
Acadia National Park,ADJ,2019,amazed,1
Acadia National Park,ADJ,2019,amazing,69
Acadia National Park,ADJ,2019,american,1
Acadia National Park,ADJ,2019,ample,2
Acadia National Park,ADJ,2019,annual,8
Acadia National Park,ADJ,2019,appropriate,1
Acadia National Park,ADJ,2019,atlantic,2
Acadia National Park,ADJ,2019,audio,1
Acadia National Park,ADJ,2019,available,14
Acadia National Park,ADJ,2019,aware,5
Acadia National Park,ADJ,2019,awesome,25
Acadia National Park,ADJ,2019,back,1
Acadia National Park,ADJ,2019,bald,2
Acadia National Park,ADJ,2019,barbeque,2
Acadia National Park,ADJ,2019,basic,2
Acadia National Park,ADJ,2019,beautiful,220
Acadia National Park,ADJ,2019,beautiful!!.,1
Acadia National Park,ADJ,2019,beautifull,2
Acadia National Park,ADJ,2019,beaver,1
Acadia National Park,ADJ,2019,beehive,4
Acadia National Park,ADJ,2019,best,38
Acadia National Park,ADJ,2019,better,13
Acadia National Park,ADJ,2019,black,2
Acadia National Park,ADJ,2019,blue,5
Acadia National Park,ADJ,2019,breathtaking,6
Acadia National Park,ADJ,2019,breezy,1
Acadia National Park,ADJ,2019,breve,1
Acadia National Park,ADJ,2019,brief,1
Acadia National Park,ADJ,2019,bright,1
Acadia National Park,ADJ,2019,brilliant,2
Acadia National Park,ADJ,2019,brisket,1
Acadia National Park,ADJ,2019,broad,1
Acadia National Park,ADJ,2019,brown,1
Acadia National Park,ADJ,2019,busier,1
Acadia National Park,ADJ,2019,busiest,3
Acadia National Park,ADJ,2019,busy,26
Acadia National Park,ADJ,2019,calm,2
Acadia National Park,ADJ,2019,cannoli,1
Acadia National Park,ADJ,2019,careful,10
Acadia National Park,ADJ,2019,caught,1
Acadia National Park,ADJ,2019,cellular,1
Acadia National Park,ADJ,2019,central,2
Acadia National Park,ADJ,2019,certain,3
Acadia National Park,ADJ,2019,challenging,7
Acadia National Park,ADJ,2019,chaotic,1
Acadia National Park,ADJ,2019,charming,2
Acadia National Park,ADJ,2019,cheap,2
Acadia National Park,ADJ,2019,chilly,2
Acadia National Park,ADJ,2019,circular,2
Acadia National Park,ADJ,2019,clean,13
Acadia National Park,ADJ,2019,clear,17
Acadia National Park,ADJ,2019,clockwise,1
Acadia National Park,ADJ,2019,close,9
Acadia National Park,ADJ,2019,closed,3
Acadia National Park,ADJ,2019,closer,2
Acadia National Park,ADJ,2019,cloudless,1
Acadia National Park,ADJ,2019,cloudy,1
Acadia National Park,ADJ,2019,coastal,6
Acadia National Park,ADJ,2019,cold,15
Acadia National Park,ADJ,2019,colder,1
Acadia National Park,ADJ,2019,colorful,2
Acadia National Park,ADJ,2019,comfortable,4
Acadia National Park,ADJ,2019,commercial,1
Acadia National Park,ADJ,2019,common,1
Acadia National Park,ADJ,2019,complete,1
Acadia National Park,ADJ,2019,concerned,2
Acadia National Park,ADJ,2019,concrete,1
Acadia National Park,ADJ,2019,confusing,3
Acadia National Park,ADJ,2019,congested,1
Acadia National Park,ADJ,2019,coniferous,1
Acadia National Park,ADJ,2019,contagious,1
Acadia National Park,ADJ,2019,content,1
Acadia National Park,ADJ,2019,continental,1
Acadia National Park,ADJ,2019,continued,1
Acadia National Park,ADJ,2019,continuous,1
Acadia National Park,ADJ,2019,convenient,5
Acadia National Park,ADJ,2019,cool,9
Acadia National Park,ADJ,2019,cooler,1
Acadia National Park,ADJ,2019,correct,1
Acadia National Park,ADJ,2019,coule,1
Acadia National Park,ADJ,2019,countless,1
Acadia National Park,ADJ,2019,craggy,1
Acadia National Park,ADJ,2019,crazy,2
Acadia National Park,ADJ,2019,critical,1
Acadia National Park,ADJ,2019,crowded,33
Acadia National Park,ADJ,2019,curious,1
